OTU,Sample,Abundance,sample_Sample,Project,Seq_run,reads,ASVs,is.neg,type,ID,Day,Date,Animal,Group,BW,FoodIntake,WaterIntake,TT,FecalWeight,DNAconc_01,DNAconc_02,Observed,Observed_sd,Shannon,Shannon_sd,FaithPD,FaithPD_sd,Chao1,Chao1_sd,depth,Kingdom,Phylum,Class,Order,Family
ASV_0058,S11,0.1068074011246191,S11,PRIMA06,PRIMA06_01,96732,345,FALSE,Sample,M12_D05,D05,27_01_23,M12,Low,20.6,2,4,509,103.1,93.6,4.55,269.17,4.82848241420039,2.636509127696068,0.014100571349989833,34.33029310782362,0.7074491171292978,303.0913480999543,16.468120985207687,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
ASV_0157,S10,0.10664198474818407,S10,PRIMA06,PRIMA06_01,51674,352,FALSE,Sample,M01_D05,D05,27_01_23,M01,Control,21.2,4,4,423,53.1,117,3.72,300.53,4.736394656638565,4.0211010783593695,0.009114164235263528,34.69306834542634,0.7524838686630072,332.8899439722275,13.57155068829663,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0058,S69,0.10525933722913869,S69,PRIMA06,PRIMA06_01,57335,360,FALSE,Sample,M05_D05,D05,27_01_23,M05,Control,18.4,5,4,334,38.9,24.3,4.17,300.33,4.040339519686858,4.383653971278758,0.006908420483964981,37.307736787370736,0.6846622449268285,330.9412896533746,10.852323551590988,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
ASV_0136,S44,0.10522977570201235,S44,PRIMA06,PRIMA06_01,72013,329,FALSE,Sample,M20_D05,D05,27_01_23,M20,High,19.1,2,3,667,74.6,57,4.3,258.38,3.7866858727639263,3.6412884613977305,0.01147743962970555,33.46877462368362,0.734354346425956,291.43968687441577,13.284156127411247,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
ASV_0131,S32,0.10516948466952512,S32,PRIMA06,PRIMA06_01,69590,357,FALSE,Sample,M07_D09,D09,31_01_23,M07,Low,21.7,5,7,NA,28.7,10.7,5.65,323.51,2.0473930208482645,4.000559173481347,0.003844000957398229,37.47818932505024,0.2268121574096493,351.2776189104629,6.677748225663063,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0263,S46,0.10396708699074693,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae
ASV_0135,S44,0.10378827192527244,S44,PRIMA06,PRIMA06_01,72013,329,FALSE,Sample,M20_D05,D05,27_01_23,M20,High,19.1,2,3,667,74.6,57,4.3,258.38,3.7866858727639263,3.6412884613977305,0.01147743962970555,33.46877462368362,0.734354346425956,291.43968687441577,13.284156127411247,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0287,S68,0.10350262285055634,S68,PRIMA06,PRIMA06_01,43894,390,FALSE,Sample,M15_D02,D02,24_01_23,M15,Medium,19.4,4,3,205,60.1,60,4.51,327.77,4.366666666666666,4.250583104114092,0.007401970809915628,40.361769857699166,0.6362662827139786,364.9377673222253,14.359287028718864,22250,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae
ASV_0135,S69,0.1034445210700156,S69,PRIMA06,PRIMA06_01,57335,360,FALSE,Sample,M05_D05,D05,27_01_23,M05,Control,18.4,5,4,334,38.9,24.3,4.17,300.33,4.040339519686858,4.383653971278758,0.006908420483964981,37.307736787370736,0.6846622449268285,330.9412896533746,10.852323551590988,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0157,S48,0.10267515447943695,S48,PRIMA06,PRIMA06_01,54394,321,FALSE,Sample,M20_D02,D02,24_01_23,M20,High,19.2,2,4,333,270.2,103,5.75,259.01,4.879342148074861,3.7878804578416694,0.008528720935175023,33.11562435015195,0.7767150885420154,303.9309192920398,17.47274036548688,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0299,S41,0.1019108280254777,S41,PRIMA06,PRIMA06_01,66157,332,FALSE,Sample,M03_D09,D09,31_01_23,M03,Control,18.2,4,6,NA,62.2,8.74,5.6,277.23,4.419550230784151,3.9700728421470086,0.006415778852508521,32.652347982073856,0.8373750712909931,329.8463565112188,18.439808657912813,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
ASV_0056,S62,0.10182241339899839,S62,PRIMA06,PRIMA06_01,49255,337,FALSE,Sample,M19_D05,D05,27_01_23,M19,High,20.7,3,3,627,41.5,51,4.1,286.1,4.354261815692294,4.393930315868991,0.0062229181601303135,35.045007611427664,0.6923746184634537,320.11532301496754,14.081695852083918,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae
ASV_0131,S21,0.10180337405468295,S21,PRIMA06,PRIMA06_01,58176,388,FALSE,Sample,M07_D02,D02,24_01_23,M07,Low,22.7,5,5,137,32.2,17.3,5.82,322.54,4.367973433892647,4.473523860162995,0.005886613269125527,37.33901540880834,0.5555183655281319,352.5459906017366,11.057086998739246,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0157,S23,0.10152767422307532,S23,PRIMA06,PRIMA06_01,68426,346,FALSE,Sample,M16_D05,D05,27_01_23,M16,Medium,19.7,1,3,410,25.5,7.49,4.83,273.46,4.837605217710953,4.225536084772373,0.0074905432351839935,33.690335470832274,0.6422874188512191,309.0428135526837,14.324440801979426,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0285,S32,0.101124504489928,S32,PRIMA06,PRIMA06_01,69590,357,FALSE,Sample,M07_D09,D09,31_01_23,M07,Low,21.7,5,7,NA,28.7,10.7,5.65,323.51,2.0473930208482645,4.000559173481347,0.003844000957398229,37.47818932505024,0.2268121574096493,351.2776189104629,6.677748225663063,22250,Bacteria,Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria
ASV_0157,S59,0.10097610232245036,S59,PRIMA06,PRIMA06_01,36740,316,FALSE,Sample,M01_D09,D09,31_01_23,M01,Control,21,3,6,NA,45.3,55,5.3,274.13,2.983642272813752,4.303396872647003,0.006065392710963162,33.31654613635783,0.4401021759961671,301.79618370626287,12.396632584340203,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0058,S49,0.10034493571652554,S49,PRIMA06,PRIMA06_01,48345,322,FALSE,Sample,M02_D02,D02,24_01_23,M02,Control,20.7,4,4.2,245,55.4,90.4,5.02,265.05,4.058598553961973,3.656419523084107,0.00857963349753467,34.216327827264884,0.6745871432379154,299.7614438261916,16.675841405036564,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae
ASV_0157,S39,0.1002444987775061,S39,PRIMA06,PRIMA06_01,41826,375,FALSE,Sample,M13_D02,D02,24_01_23,M13,Medium,20.9,3,5,271,71.8,110,4.03,322.37,3.5209474161183816,4.370426635367047,0.007619925833255236,39.25641587950477,0.4011195276874409,354.92898547559696,13.180144308734407,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0285,S65,0.09963197169638681,S65,PRIMA06,PRIMA06_01,51738,368,FALSE,Sample,M07_D05,D05,27_01_23,M07,Low,22.2,3,3,353,116.3,30.8,4.38,307.09,3.7580754799672818,4.347768224025512,0.006235248122141349,35.74400070524345,0.42944203676547965,340.1276746028889,14.496028555917277,22250,Bacteria,Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria
ASV_0131,S23,0.09835493440360422,S23,PRIMA06,PRIMA06_01,68426,346,FALSE,Sample,M16_D05,D05,27_01_23,M16,Medium,19.7,1,3,410,25.5,7.49,4.83,273.46,4.837605217710953,4.225536084772373,0.0074905432351839935,33.690335470832274,0.6422874188512191,309.0428135526837,14.324440801979426,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0397,S05,0.09832358291136128,S05,PRIMA06,PRIMA06_01,71595,386,FALSE,Sample,M18_D09,D09,31_01_23,M18,Medium,20.5,4,5,NA,18.4,9.21,4.06,311.41,4.653867730016062,3.948785773531922,0.008960126346444445,38.92297949447314,0.8143758436018145,350.3129121816538,16.60427054957244,22250,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae
ASV_0285,S61,0.09773701225471768,S61,PRIMA06,PRIMA06_01,53769,365,FALSE,Sample,M24_D05,D05,27_01_23,M24,High,20.6,3,2,663,74.3,96.1,5.31,308.24,4.550768610849705,4.104273168503386,0.007729708715760613,39.3066383255121,0.61204809317192,345.511107911443,15.372252479878039,22250,Bacteria,Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria
ASV_0131,S62,0.0976663965255699,S62,PRIMA06,PRIMA06_01,49255,337,FALSE,Sample,M19_D05,D05,27_01_23,M19,High,20.7,3,3,627,41.5,51,4.1,286.1,4.354261815692294,4.393930315868991,0.0062229181601303135,35.045007611427664,0.6923746184634537,320.11532301496754,14.081695852083918,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0135,S71,0.09725771387161983,S71,PRIMA06,PRIMA06_01,60064,323,FALSE,Sample,M10_D09,D09,31_01_23,M10,Low,20.5,4,7,NA,14.5,6.68,4,265.32,4.092071664212456,3.91856843416601,0.0072336327404873835,32.03263709110685,0.6734507753374296,304.2460264603595,15.063852592871207,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0095,S03,0.09673770686986546,S03,PRIMA06,PRIMA06_01,69024,386,FALSE,Sample,M04_D02,D02,24_01_23,M04,Control,22.6,5,5,283,51.1,37.2,2.88,310.26,4.258372620348926,4.086704020899333,0.009357277082292049,36.04327480594092,0.6715249280870872,348.3338709568039,15.228358230350658,22250,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
ASV_0285,S46,0.09654086649140786,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria,Phylum_Proteobacteria
ASV_0299,S33,0.09617478406039051,S33,PRIMA06,PRIMA06_01,65550,356,FALSE,Sample,M16_D02,D02,24_01_23,M16,Medium,20.7,4,3,369,35.3,21.7,6.06,301.09,4.087663134235734,4.4852229021231045,0.007086701053053862,35.47045026582648,0.6010927654863969,325.4967474201112,11.685588891023604,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
ASV_0131,S25,0.096,S25,PRIMA06,PRIMA06_01,52409,316,FALSE,Sample,M14_D02,D02,24_01_23,M14,Medium,22.4,3,4,270,53.8,9.67,6.55,273.23,4.082124125224191,3.952648591531393,0.008304320419884244,32.797812968164784,0.651237831122831,304.87019114135734,11.974471009955261,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0135,S27,0.0959306823456599,S27,PRIMA06,PRIMA06_01,68365,376,FALSE,Sample,M11_D02,D02,24_01_23,M11,Low,18.4,NA,3,244,39.6,25.4,6.48,299.02,4.6253146221133274,4.110163260728663,0.008127189177942092,34.9440743541015,0.7191262008625888,338.9321453870254,17.98502391389578,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0131,S37,0.09586223725032245,S37,PRIMA06,PRIMA06_01,60303,342,FALSE,Sample,M08_D05,D05,27_01_23,M08,Low,20.5,3,4,357,47.6,73.1,3.21,279.44,3.4679484809706542,4.041954513210891,0.00646915574044396,36.71913329592646,0.7225115669532918,317.120343187386,13.996827900974367,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0157,S15,0.09559609838296769,S15,PRIMA06,PRIMA06_01,62864,276,FALSE,Sample,M21_D05,D05,27_01_23,M21,High,20.2,2,3,666,12,23.4,3.83,222.65,4.524623986832743,3.79697928174545,0.009164390773537671,29.6757120171338,0.7963858239511887,257.4794051693957,17.146084737146783,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0236,S63,0.09557004722284687,S63,PRIMA06,PRIMA06_01,55290,346,FALSE,Sample,M09_D02,D02,24_01_23,M09,Low,19,3,4,218,22.3,17.2,6.49,290.29,3.980495375495798,4.26209088379274,0.007054090454568125,35.69912647642283,0.5794617339069204,325.2050904562084,12.760595806580055,22250,Bacteria,Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria
ASV_0186,S14,0.09550128012354207,S14,PRIMA06,PRIMA06_01,70590,358,FALSE,Sample,M11_D09,D09,31_01_23,M11,Low,18.3,5,5,NA,12,8.88,5.25,297.24,3.9545907346763305,4.001565763153694,0.007926549766993913,36.722334670417794,0.7028486820037221,329.0860742242011,13.058167296623175,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1
ASV_0157,S46,0.09505562239154006,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0257,S08,0.09468949735658487,S08,PRIMA06,PRIMA06_01,52017,368,FALSE,Sample,M19_D02,D02,24_01_23,M19,High,20,2,4,241,33.8,133,4.54,305.04,3.9155736708325604,4.558365946992067,0.0066239243358958795,36.664970986459046,0.5350690088499487,337.904443964157,12.587946817621269,22250,Bacteria,Proteobacteria,Deltaproteobacteria,Class_Deltaproteobacteria,Class_Deltaproteobacteria
ASV_0299,S27,0.09438341327556862,S27,PRIMA06,PRIMA06_01,68365,376,FALSE,Sample,M11_D02,D02,24_01_23,M11,Low,18.4,NA,3,244,39.6,25.4,6.48,299.02,4.6253146221133274,4.110163260728663,0.008127189177942092,34.9440743541015,0.7191262008625888,338.9321453870254,17.98502391389578,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae
ASV_0289,S68,0.09409329350050576,S68,PRIMA06,PRIMA06_01,43894,390,FALSE,Sample,M15_D02,D02,24_01_23,M15,Medium,19.4,4,3,205,60.1,60,4.51,327.77,4.366666666666666,4.250583104114092,0.007401970809915628,40.361769857699166,0.6362662827139786,364.9377673222253,14.359287028718864,22250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Order_Rhodospirillales
ASV_0136,S71,0.09344368587665433,S71,PRIMA06,PRIMA06_01,60064,323,FALSE,Sample,M10_D09,D09,31_01_23,M10,Low,20.5,4,7,NA,14.5,6.68,4,265.32,4.092071664212456,3.91856843416601,0.0072336327404873835,32.03263709110685,0.6734507753374296,304.2460264603595,15.063852592871207,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
ASV_0257,S29,0.09280666905467452,S29,PRIMA06,PRIMA06_01,63147,353,FALSE,Sample,M03_D02,D02,24_01_23,M03,Control,18.1,4,3,391,154.5,140,3.71,291.63,4.267933050699428,3.947915425254347,0.009031841966821164,35.20378339755164,0.6236028843118926,324.52228120766864,14.782559033959966,22250,Bacteria,Proteobacteria,Deltaproteobacteria,Class_Deltaproteobacteria,Class_Deltaproteobacteria
ASV_0257,S11,0.09214756175457335,S11,PRIMA06,PRIMA06_01,96732,345,FALSE,Sample,M12_D05,D05,27_01_23,M12,Low,20.6,2,4,509,103.1,93.6,4.55,269.17,4.82848241420039,2.636509127696068,0.014100571349989833,34.33029310782362,0.7074491171292978,303.0913480999543,16.468120985207687,22250,Bacteria,Proteobacteria,Deltaproteobacteria,Class_Deltaproteobacteria,Class_Deltaproteobacteria
ASV_0131,S61,0.09209833847079167,S61,PRIMA06,PRIMA06_01,53769,365,FALSE,Sample,M24_D05,D05,27_01_23,M24,High,20.6,3,2,663,74.3,96.1,5.31,308.24,4.550768610849705,4.104273168503386,0.007729708715760613,39.3066383255121,0.61204809317192,345.511107911443,15.372252479878039,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0257,S46,0.09208513419180442,S46,PRIMA06,PRIMA06_01,68695,363,FALSE,Sample,M08_D09,D09,31_01_23,M08,Low,20.3,3,6,NA,25.6,43.3,3.63,299.75,4.553553391017666,4.224156741065994,0.007710388147128716,37.63745862759096,0.7516321589161471,334.440082124319,15.112469293099808,22250,Bacteria,Proteobacteria,Deltaproteobacteria,Class_Deltaproteobacteria,Class_Deltaproteobacteria
ASV_0289,S36,0.09207596954621665,S36,PRIMA06,PRIMA06_01,76084,400,FALSE,Sample,M10_D05,D05,27_01_23,M10,Low,20.1,2,3,397,32.8,25.5,3.56,318.2,4.537164156811894,4.274919862010219,0.008042744584741466,36.993241340501875,0.5135081726120975,354.4161281376597,13.862150842303679,22250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Order_Rhodospirillales
ASV_0136,S68,0.0917409611629931,S68,PRIMA06,PRIMA06_01,43894,390,FALSE,Sample,M15_D02,D02,24_01_23,M15,Medium,19.4,4,3,205,60.1,60,4.51,327.77,4.366666666666666,4.250583104114092,0.007401970809915628,40.361769857699166,0.6362662827139786,364.9377673222253,14.359287028718864,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
ASV_0131,S71,0.0915366718791716,S71,PRIMA06,PRIMA06_01,60064,323,FALSE,Sample,M10_D09,D09,31_01_23,M10,Low,20.5,4,7,NA,14.5,6.68,4,265.32,4.092071664212456,3.91856843416601,0.0072336327404873835,32.03263709110685,0.6734507753374296,304.2460264603595,15.063852592871207,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0135,S67,0.09141089195935731,S67,PRIMA06,PRIMA06_01,59602,301,FALSE,Sample,M23_D09,D09,31_01_23,M23,High,19.8,4,5,NA,30.5,18.8,6.03,248.61,4.324921906225533,3.88826147536175,0.007617327126174665,32.73606939416918,0.7069685152368268,278.99343327313625,13.784363782219097,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0135,S25,0.09107692307692307,S25,PRIMA06,PRIMA06_01,52409,316,FALSE,Sample,M14_D02,D02,24_01_23,M14,Medium,22.4,3,4,270,53.8,9.67,6.55,273.23,4.082124125224191,3.952648591531393,0.008304320419884244,32.797812968164784,0.651237831122831,304.87019114135734,11.974471009955261,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0289,S37,0.0906333879457594,S37,PRIMA06,PRIMA06_01,60303,342,FALSE,Sample,M08_D05,D05,27_01_23,M08,Low,20.5,3,4,357,47.6,73.1,3.21,279.44,3.4679484809706542,4.041954513210891,0.00646915574044396,36.71913329592646,0.7225115669532918,317.120343187386,13.996827900974367,22250,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Order_Rhodospirillales
ASV_0095,S57,0.08961133687610712,S57,PRIMA06,PRIMA06_01,48984,394,FALSE,Sample,M10_D02,D02,24_01_23,M10,Low,19.7,3,4,253,55.4,102,5.41,328.97,4.883397972475288,4.434052313685895,0.007126653219570384,39.13820418591738,0.6191567834240128,366.88475545383955,13.69068098546692,22250,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
ASV_0186,S40,0.08904863674632472,S40,PRIMA06,PRIMA06_01,62683,385,FALSE,Sample,M24_D02,D02,24_01_23,M24,High,20.3,2,3,231,66.3,109,3.83,321.06,4.715801933795341,4.342345408999591,0.007352432189891304,39.07047784937137,0.741444055678084,354.02885672599774,14.077629922987619,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1
ASV_0157,S01,0.0890139039718004,S01,PRIMA06,PRIMA06_01,59033,372,FALSE,Sample,M06_D02,D02,24_01_23,M06,Control,21.2,3,4,329,50.8,9.15,4.72,303.6,5.0372350921648845,4.232050799287924,0.006909355267320378,36.85100213977417,0.9068152147222155,340.65073955529704,16.366931612725462,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0272,S51,0.08846426043878272,S51,PRIMA06,PRIMA06_01,58334,248,FALSE,Sample,M21_D09,D09,31_01_23,M21,High,20.1,4,6,NA,17.8,27.7,4.74,205.55,3.952687360990921,3.369345076839116,0.009745024262654268,26.91168495909583,0.5256891805018029,232.59996411429353,13.789134548173646,22250,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae
ASV_0186,S22,0.08834247432546839,S22,PRIMA06,PRIMA06_01,56170,383,FALSE,Sample,M13_D05,D05,27_01_23,M13,Medium,20.2,2,3,673,167.7,131,3.89,320.37,4.2179390821833955,4.454388124793959,0.00785177045592144,38.82803183269557,0.5233425126713368,358.06170074496447,16.31210928537146,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae_1
ASV_0095,S11,0.08795903622027455,S11,PRIMA06,PRIMA06_01,96732,345,FALSE,Sample,M12_D05,D05,27_01_23,M12,Low,20.6,2,4,509,103.1,93.6,4.55,269.17,4.82848241420039,2.636509127696068,0.014100571349989833,34.33029310782362,0.7074491171292978,303.0913480999543,16.468120985207687,22250,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
ASV_0056,S19,0.08766290690199287,S19,PRIMA06,PRIMA06_01,69801,355,FALSE,Sample,M04_D05,D05,27_01_23,M04,Control,22.6,3,4,250,47.7,44.3,2.63,275.13,4.215543628146681,3.509348847195873,0.010346183291893192,33.35311997966299,0.8976675879523728,318.9831894564622,17.238042368693137,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae
ASV_0095,S15,0.08749473411322467,S15,PRIMA06,PRIMA06_01,62864,276,FALSE,Sample,M21_D05,D05,27_01_23,M21,High,20.2,2,3,666,12,23.4,3.83,222.65,4.524623986832743,3.79697928174545,0.009164390773537671,29.6757120171338,0.7963858239511887,257.4794051693957,17.146084737146783,22250,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
ASV_0018,S30,0.08727292256877778,S30,PRIMA06,PRIMA06_01,77289,268,FALSE,Sample,M21_D02,D02,24_01_23,M21,High,20.5,3,5,241,111.3,28.1,4.01,210.58,4.438536477331921,3.263154931008553,0.011112976140172055,29.109582837247924,0.9178240261725465,244.09737346961342,15.662144092013103,22250,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae
ASV_0157,S04,0.08684084106278409,S04,PRIMA06,PRIMA06_01,56895,376,FALSE,Sample,M13_D09,D09,31_01_23,M13,Medium,20,4,7,NA,33,44,6.31,318.53,4.137668791759803,4.312524223661244,0.007786282251925973,38.17318226872823,0.6044978102394287,348.5900220162719,13.307907984243593,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0056,S08,0.08679870591020279,S08,PRIMA06,PRIMA06_01,52017,368,FALSE,Sample,M19_D02,D02,24_01_23,M19,High,20,2,4,241,33.8,133,4.54,305.04,3.9155736708325604,4.558365946992067,0.0066239243358958795,36.664970986459046,0.5350690088499487,337.904443964157,12.587946817621269,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae
ASV_0131,S34,0.08675700049086198,S34,PRIMA06,PRIMA06_01,88021,350,FALSE,Sample,M12_D02,D02,24_01_23,M12,Low,21.1,3,4,302,162.8,163,3.98,267.08,5.153561091050723,2.2807149248266483,0.017189578732650368,33.29908110853889,0.9265566036069129,307.48664112046504,15.21452486765478,22250,Bacteria,Firmicutes,Clostridia,Class_Clostridia,Class_Clostridia
ASV_0136,S06,0.08659758104090293,S06,PRIMA06,PRIMA06_01,71609,345,FALSE,Sample,M24_D09,D09,31_01_23,M24,High,21.1,4,8,NA,25.3,39.1,4.84,271.32,5.047011316841209,2.706422396041073,0.014235938191152785,33.316697966951224,0.8237042599455326,322.76778840369457,17.91438055374917,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
ASV_0135,S10,0.08652085555041349,S10,PRIMA06,PRIMA06_01,51674,352,FALSE,Sample,M01_D05,D05,27_01_23,M01,Control,21.2,4,4,423,53.1,117,3.72,300.53,4.736394656638565,4.0211010783593695,0.009114164235263528,34.69306834542634,0.7524838686630072,332.8899439722275,13.57155068829663,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae
ASV_0236,S39,0.08557457212713936,S39,PRIMA06,PRIMA06_01,41826,375,FALSE,Sample,M13_D02,D02,24_01_23,M13,Medium,20.9,3,5,271,71.8,110,4.03,322.37,3.5209474161183816,4.370426635367047,0.007619925833255236,39.25641587950477,0.4011195276874409,354.92898547559696,13.180144308734407,22250,Bacteria,Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria,Phylum_Candidatus_Saccharibacteria
ASV_0136,S09,0.0849125786406268,S09,PRIMA06,PRIMA06_01,53434,346,FALSE,Sample,M23_D02,D02,24_01_23,M23,High,19.9,NA,4,271,107.1,97.5,3.84,290.03,3.8832845620555534,4.472246591042718,0.005939447032542701,35.13487583718992,0.4564316521060309,318.8006060987431,12.873523153401818,22250,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae
ASV_0157,S61,0.08458010675889031,S61,PRIMA06,PRIMA06_01,53769,365,FALSE,Sample,M24_D05,D05,27_01_23,M24,High,20.6,3,2,663,74.3,96.1,5.31,308.24,4.550768610849705,4.104273168503386,0.007729708715760613,39.3066383255121,0.61204809317192,345.511107911443,15.372252479878039,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0157,S40,0.08419143837834336,S40,PRIMA06,PRIMA06_01,62683,385,FALSE,Sample,M24_D02,D02,24_01_23,M24,High,20.3,2,3,231,66.3,109,3.83,321.06,4.715801933795341,4.342345408999591,0.007352432189891304,39.07047784937137,0.741444055678084,354.02885672599774,14.077629922987619,22250,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae_Sedis_XIII
ASV_0095,S49,0.0836207797637713,S49,PRIMA06,PRIMA06_01,48345,322,FALSE,Sample,M02_D02,D02,24_01_23,M02,Control,20.7,4,4.2,245,55.4,90.4,5.02,265.05,4.058598553961973,3.656419523084107,0.00857963349753467,34.216327827264884,0.6745871432379154,299.7614438261916,16.675841405036564,22250,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
